fundingTime,fundingIntervalHours,fundingRate
1763971200000,8,-0.00000134
1764000000006,8,0.00005044
1764028800000,8,-0.00005290
1764057600009,8,0.00001996
1764086400007,8,-0.00003019
1764115200001,8,0.00004038
1764144000001,8,0.00005388
1764172800000,8,-0.00000419
1764201600013,8,-0.00002599
1764230400000,8,0.00002408
1764259200004,8,0.00004624
1764288000008,8,0.00001771
1764316800000,8,0.00006007
1764345600008,8,-0.00001703
1764374400000,8,-0.00001982
1764403200005,8,0.00001778
1764432000001,8,0.00002635
1764460800003,8,0.00006082
1764489600000,8,0.00003556
1764518400004,8,0.00003880
1764547200000,8,0.00003593
1764576000004,8,0.00003153
1764604800000,8,0.00001491
1764633600004,8,-0.00001009
1764662400000,8,0.00002643
1764691200000,8,0.00003999
1764720000000,8,-0.00001732
1764748800000,8,0.00004206
1764777600005,8,-0.00000885
1764806400012,8,-0.00000395
1764835200000,8,0.00007435
1764864000011,8,0.00003928
1764892800000,8,0.00004837
1764921600000,8,0.00004944
1764950400010,8,0.00000391
1764979200001,8,0.00003693
1765008000001,8,0.00001919
1765036800008,8,-0.00001822
1765065600000,8,0.00004192
1765094400004,8,0.00001666
1765123200000,8,0.00005212
1765152000000,8,-0.00000539
1765180800000,8,0.00006545
1765209600001,8,0.00003395
1765238400001,8,0.00000852
1765267200001,8,0.00006379
1765296000007,8,0.00005443
1765324800007,8,0.00002777
1765353600002,8,0.00001996
1765382400012,8,0.00003205
1765411200001,8,0.00002590
1765440000000,8,-0.00001577
1765468800000,8,0.00006100
1765497600005,8,0.00006914
1765526400007,8,0.00004698
1765555200002,8,0.00003383
1765584000001,8,0.00000121
1765612800006,8,0.00006020
1765641600000,8,0.00006041
1765670400000,8,0.00010000
1765699200003,8,0.00002898
1765728000005,8,0.00003773
1765756800000,8,0.00000190
1765785600000,8,-0.00000893
1765814400000,8,0.00003081
1765843200002,8,0.00007467
1765872000000,8,0.00001350
1765900800002,8,0.00004089
1765929600004,8,0.00006221
1765958400000,8,0.00008987
1765987200000,8,0.00005917
1766016000005,8,0.00006230
1766044800007,8,-0.00000867
1766073600001,8,0.00008355
1766102400000,8,0.00005491
1766131200001,8,0.00010000
1766160000000,8,0.00010000
1766188800005,8,0.00010000
1766217600000,8,0.00001234
1766246400002,8,0.00007171
1766275200000,8,0.00009682
1766304000009,8,0.00008873
1766332800000,8,0.00003977
1766361600000,8,0.00004389
1766390400005,8,0.00004524
1766419200009,8,0.00006654
1766448000000,8,0.00002633
1766476800000,8,0.00005231
1766505600001,8,0.00001795
1766534400001,8,0.00010000
1766563200001,8,0.00008455
1766592000000,8,0.00005927
1766620800000,8,0.00005953
1766649600001,8,0.00007953
1766678400005,8,0.00008322
1766707200004,8,0.00004378
1766736000001,8,0.00005427
1766764800007,8,0.00010000
1766793600000,8,0.00001809
1766822400000,8,0.00002788
1766851200011,8,0.00005850
1766880000008,8,-3.6E-7
1766908800000,8,0.00007955
1766937600000,8,0.00009464
1766966400016,8,0.00010000
1766995200001,8,0.00010000
1767024000000,8,0.00004826
1767052800005,8,0.00010000
1767081600001,8,0.00004613
1767110400003,8,0.00008345
1767139200004,8,0.00002922
1767168000001,8,0.00001453
1767196800001,8,0.00003750
1767225600008,8,0.00010000
1767254400002,8,0.00010000
1767283200001,8,0.00001711
1767312000006,8,0.00005608
1767340800007,8,0.00004219
1767369600000,8,0.00004813
1767398400001,8,0.00003110
1767427200000,8,0.00001055
1767456000000,8,0.00006938
1767484800000,8,0.00009488
1767513600000,8,0.00005813
1767542400001,8,0.00004436
1767571200000,8,0.00008893
1767600000000,8,0.00005230
1767628800000,8,0.00007723
1767657600010,8,-0.00001376
1767686400000,8,0.00002816
1767715200000,8,0.00002691
1767744000001,8,0.00006582
1767772800001,8,0.00010000
1767801600001,8,0.00002885
1767830400001,8,0.00008693
1767859200000,8,0.00010000
1767888000000,8,0.00006436
1767916800003,8,-0.00002813
1767945600000,8,0.00007258
1767974400001,8,0.00000218
1768003200000,8,0.00005643
1768032000002,8,0.00007657
1768060800001,8,0.00006235
1768089600003,8,0.00008744
1768118400006,8,0.00004670
1768147200000,8,0.00001667
1768176000005,8,0.00001813
1768204800000,8,0.00002902
1768233600000,8,0.00004650
1768262400007,8,0.00002245
1768291200009,8,0.00009838
1768320000002,8,0.00003445
1768348800000,8,0.00000129
1768377600001,8,0.00002497
1768406400004,8,0.00004076
1768435200000,8,-0.00000367
1768464000004,8,0.00001749
1768492800002,8,0.00001526
1768521600000,8,0.00007340
1768550400000,8,0.00007337
1768579200001,8,0.00002495
1768608000000,8,-0.00000178
1768636800000,8,0.00003007
1768665600002,8,0.00002976
1768694400001,8,0.00003503
1768723200000,8,0.00009616
1768752000000,8,0.00006571
1768780800007,8,0.00003473
1768809600007,8,0.00001943
1768838400007,8,0.00002494
1768867200005,8,0.00009819
1768896000001,8,0.00006626
1768924800009,8,0.00005652
1768953600001,8,0.00010000
1768982400011,8,0.00006055
1769011200011,8,0.00002410
1769040000010,8,0.00006355
1769068800003,8,0.00005110
1769097600005,8,0.00009419
1769126400005,8,0.00005090
1769155200000,8,0.00003390
1769184000011,8,0.00006968
1769212800011,8,0.00001531
1769241600002,8,0.00008909
1769270400001,8,0.00003901
1769299200002,8,0.00001336
1769328000011,8,0.00008051
1769356800005,8,0.00004917
1769385600000,8,0.00004067
1769414400003,8,0.00002847
1769443200000,8,0.00005606
1769472000002,8,0.00004267
1769500800000,8,0.00006028
1769529600000,8,0.00007503
1769558400000,8,0.00006237
1769587200000,8,0.00006174
1769616000000,8,0.00003830
1769644800000,8,0.00007210
1769673600009,8,0.00005856
1769702400000,8,0.00004023
1769731200008,8,0.00004478
1769760000000,8,0.00001714
1769788800001,8,0.00000310
1769817600000,8,0.00009693
1769846400001,8,0.00003548
1769875200009,8,0.00006585
1769904000001,8,-0.00003267
1769932800004,8,0.00003421
1769961600000,8,0.00001722
1769990400000,8,6.8E-7
1770019200014,8,-0.00003043
1770048000000,8,-0.00005713
1770076800000,8,-0.00002203
1770105600007,8,0.00002245
1770134400000,8,-0.00000465
1770163200002,8,0.00000119
1770192000007,8,0.00003551
1770220800000,8,0.00004618
1770249600011,8,0.00009173
1770278400000,8,0.00000298
1770307200007,8,-0.00004957
1770336000000,8,-0.00001597
1770364800001,8,-0.00013688
1770393600000,8,-0.00013478
1770422400003,8,-0.00015178
1770451200000,8,-0.00008326
1770480000010,8,-0.00002907
1770508800003,8,-0.00003403
1770537600000,8,-0.00003546
1770566400000,8,-0.00004864
1770595200002,8,-0.00003075
1770624000001,8,0.00001846
1770652800007,8,-0.00004284
1770681600000,8,-0.00008798
1770710400007,8,-0.00004829
1770739200000,8,-0.00008816
1770768000000,8,0.00001400
1770796800006,8,-0.00008417
1770825600000,8,-0.00001169
1770854400000,8,-0.00001381
1770883200001,8,0.00003499
1770912000001,8,-0.00001728
1770940800007,8,0.00005834
1770969600003,8,0.00000716
1770998400005,8,-0.00001274
1771027200002,8,0.00001291
1771056000004,8,0.00003174
1771084800002,8,-0.00003094
1771113600000,8,-0.00001068
1771142400002,8,0.00004664
1771171200000,8,-0.00002371
1771200000001,8,0.00002659
1771228800003,8,-0.00003277
1771257600000,8,-0.00004112
1771286400008,8,0.00005883
1771315200001,8,0.00002672
1771344000002,8,0.00005077
1771372800000,8,0.00003215
1771401600000,8,-0.00000141
1771430400011,8,0.00003604
1771459200013,8,-0.00004014
1771488000000,8,0.00002686
1771516800003,8,-0.00003052
1771545600000,8,0.00005365
1771574400000,8,0.00001302
1771603200000,8,-0.00000671
1771632000004,8,0.00004456
1771660800000,8,0.00002485
1771689600005,8,0.00003235
1771718400001,8,0.00000730
1771747200004,8,4.2E-7
1771776000000,8,0.00004972
1771804800001,8,0.00006946
1771833600000,8,-0.00009317
1771862400000,8,0.00002251
1771891200007,8,0.00005706
1771920000000,8,-0.00001193
1771948800001,8,-0.00000182
1771977600001,8,0.00002375
1772006400007,8,3.3E-7
1772035200000,8,-0.00000968
1772064000000,8,-0.00001998
1772092800006,8,-0.00001128
1772121600002,8,0.00004007
1772150400007,8,-0.00000991
1772179200000,8,-0.00008123
1772208000001,8,-0.00000656
1772236800000,8,0.00004041
1772265600000,8,-0.00003727
1772294400004,8,-0.00004305
1772323200005,8,-0.00000688
1772352000000,8,0.00004563
1772380800002,8,0.00002948
1772409600001,8,-0.00000299
1772438400007,8,-0.00001956
1772467200000,8,-0.00001083
1772496000000,8,-0.00000186
1772524800000,8,0.00001437
1772553600007,8,0.00001481
1772582400001,8,-0.00005390
1772611200005,8,0.00002520
1772640000000,8,0.00004683
1772668800000,8,0.00003567
1772697600000,8,0.00004965
1772726400004,8,0.00000174
1772755200001,8,0.00001689
1772784000001,8,-0.00003061
1772812800004,8,-0.00002176
1772841600001,8,0.00000619
1772870400012,8,0.00003525
1772899200001,8,-0.00004217
1772928000001,8,-0.00004496
1772956800000,8,-0.00001115
1772985600002,8,-0.00002868
1773014400000,8,-0.00005770
1773043200004,8,-0.00004579
1773072000003,8,-0.00003431
1773100800012,8,-0.00002394
1773129600002,8,0.00001230
1773158400001,8,0.00001738
1773187200000,8,-0.00011052
1773216000007,8,-0.00005252
1773244800010,8,-0.00005824
1773273600000,8,-0.00007802
1773302400000,8,-0.00005392
1773331200000,8,-0.00007381
1773360000006,8,-0.00002789
1773388800001,8,0.00004263
1773417600000,8,-0.00000638
1773446400001,8,-0.00000379
1773475200000,8,-0.00003988
1773504000007,8,-0.00004851
1773532800000,8,-0.00001883
1773561600000,8,-0.00006461
1773590400000,8,0.00002659
1773619200000,8,0.00002513
1773648000010,8,0.00007139
1773676800000,8,0.00002015
1773705600000,8,0.00000241
1773734400002,8,-0.00002505
1773763200011,8,-0.00001260
1773792000002,8,-0.00006569
1773820800002,8,-0.00004813
1773849600005,8,0.00002418
1773878400000,8,-0.00000974
1773907200003,8,-0.00003012
1773936000003,8,0.00001205
1773964800002,8,0.00000625
1773993600000,8,0.00000753
1774022400000,8,-0.00000223
1774051200000,8,-0.00001493
1774080000000,8,-0.00000738
1774108800014,8,0.00001093
1774137600012,8,0.00000806
1774166400007,8,-0.00004425
1774195200002,8,-0.00006837
1774224000000,8,-0.00002079
1774252800003,8,-0.00002863
1774281600002,8,0.00000160
1774310400000,8,0.00004229
1774339200000,8,0.00003675
1774368000003,8,0.00003056
1774396800000,8,0.00002310
1774425600000,8,0.00001074
1774454400013,8,0.00004721
1774483200001,8,0.00002448
1774512000001,8,0.00001379
1774540800000,8,-0.00002103
1774569600006,8,0.00002925
1774598400000,8,-0.00006298
1774627200000,8,-0.00005841
1774656000005,8,-0.00008088
1774684800005,8,-0.00007604
1774713600000,8,-0.00000173
1774742400003,8,-0.00003680
1774771200001,8,-1.2E-7
1774800000000,8,0.00002677
1774828800000,8,0.00000300
1774857600005,8,0.00000492
1774886400000,8,0.00000758
1774915200000,8,0.00000116
1774944000000,8,-0.00001921
1774972800000,8,-0.00002763
1775001600000,8,-0.00003449
1775030400000,8,-0.00000461
1775059200000,8,0.00000577
1775088000003,8,0.00003521
1775116800001,8,0.00000845
1775145600001,8,-0.00007398
1775174400000,8,-0.00000831
1775203200008,8,-0.00000599
1775232000008,8,0.00000351
1775260800000,8,0.00003761
1775289600003,8,0.00004115
1775318400000,8,0.00001651
1775347200008,8,0.00002407
1775376000000,8,0.00003812
1775404800001,8,0.00001889
1775433600004,8,0.00007073
1775462400001,8,0.00005544
1775491200003,8,0.00000423
1775520000000,8,-0.00000315
1775548800000,8,0.00003703
1775577600000,8,0.00007393
1775606400000,8,0.00006020
1775635200000,8,0.00001563
1775664000006,8,0.00004048
1775692800000,8,-0.00000147
1775721600010,8,0.00005239
1775750400001,8,-0.00001986
1775779200000,8,0.00000411
1775808000005,8,0.00002458
1775836800000,8,-0.00002187
1775865600000,8,-0.00007225
1775894400000,8,-0.00006083
1775923200003,8,-0.00006755
1775952000000,8,-0.00008108
1775980800000,8,-0.00003690
1776009600000,8,-0.00000335
1776038400011,8,-0.00000234
1776067200006,8,-0.00000183
1776096000000,8,-0.00005409
1776124800005,8,-0.00005854
1776153600003,8,0.00002732
1776182400001,8,-0.00005234
1776211200000,8,-0.00009313
1776240000000,8,-0.00005085
1776268800000,8,-0.00007151
1776297600013,8,-0.00003418
1776326400000,8,-0.00002841
1776355200000,8,-0.00002225
1776384000001,8,0.00003297
1776412800011,8,0.00002781
1776441600001,8,-0.00010789
1776470400001,8,-0.00008098
1776499200006,8,-0.00007082
1776528000000,8,-0.00004586
1776556800002,8,-0.00008395
1776585600010,8,-0.00007219
1776614400001,8,-0.00012276
1776643200000,8,-0.00004615
1776672000000,8,-0.00004778
1776700800001,8,-0.00002745
1776729600000,8,-0.00007937
1776758400004,8,-0.00005824
1776787200004,8,-0.00004242
1776816000004,8,-0.00002237
1776844800000,8,0.00003560
1776873600000,8,-0.00000749
1776902400000,8,-0.00007870
1776931200000,8,-0.00003553
1776960000004,8,-0.00006696
1776988800006,8,-0.00003829
1777017600000,8,-0.00007865
1777046400000,8,-0.00003152
1777075200000,8,-0.00001077
1777104000002,8,-0.00006235
1777132800002,8,-0.00005699
1777161600003,8,0.00000241
1777190400007,8,0.00000153
1777219200004,8,0.00000195
1777248000004,8,0.00000249
1777276800000,8,-0.00008659
1777305600002,8,-0.00005678
1777334400001,8,-0.00003951
1777363200000,8,-0.00003204
1777392000004,8,0.00005242
1777420800006,8,0.00001305
1777449600011,8,-0.00002840
1777478400003,8,0.00003571
1777507200002,8,-0.00004220
1777536000000,8,-0.00001837
1777564800000,8,-0.00002904
1777593600000,8,-0.00003746
1777622400005,8,-0.00001810
1777651200000,8,-0.00003143
1777680000006,8,-0.00000822
1777708800000,8,-0.00005103
1777737600010,8,-0.00002540
1777766400005,8,0.00002290
1777795200003,8,-0.00001398
1777824000000,8,0.00000703
1777852800000,8,0.00004304
1777881600000,8,-0.00000158
1777910400003,8,-0.00003160
1777939200000,8,-0.00000383
1777968000011,8,-0.00004626
1777996800000,8,-0.00008240
1778025600010,8,-0.00009153
1778054400000,8,-0.00006150
1778083200002,8,-0.00003756
1778112000000,8,-0.00005856
1778140800000,8,-0.00004568
1778169600004,8,-0.00003014
1778198400003,8,-0.00007406
1778227200002,8,0.00002415
1778256000003,8,-0.00001542
1778284800000,8,0.00001841
1778313600001,8,-0.00003792
1778342400002,8,0.00003645
1778371200003,8,9.0E-7
1778400000000,8,0.00004626
1778428800000,8,0.00005764
1778457600000,8,0.00005798
1778486400000,8,0.00002592
1778515200000,8,0.00004555
1778544000002,8,-0.00000115
1778572800008,8,0.00003877
1778601600000,8,0.00005822
1778630400010,8,0.00005367
1778659200003,8,0.00005437
1778688000001,8,0.00001749
1778716800005,8,0.00003928
1778745600000,8,0.00002928
1778774400000,8,0.00004094
1778803200000,8,-0.00004239
1778832000016,8,-0.00001893
1778860800012,8,0.00001548
1778889600005,8,0.00003938
1778918400000,8,-0.00000210
1778947200005,8,0.00004955
1778976000000,8,0.00004037
1779004800010,8,0.00001176
1779033600009,8,4.8E-7
1779062400007,8,-0.00001131
1779091200002,8,0.00005778
1779120000007,8,0.00007178
1779148800001,8,0.00005164
1779177600001,8,0.00004809
1779206400009,8,0.00005563
1779235200001,8,0.00003254
1779264000006,8,0.00007983
1779292800000,8,0.00006858
1779321600001,8,0.00001925
1779350400000,8,0.00004003
1779379200000,8,0.00006130
1779408000000,8,0.00003564
1779436800004,8,-0.00000820
1779465600001,8,0.00002891
1779494400009,8,0.00001783
1779523200001,8,0.00001025
1779552000003,8,0.00007441
1779580800011,8,0.00009044
1779609600008,8,0.00006290
1779638400000,8,0.00006265
1779667200001,8,0.00006549
1779696000001,8,0.00003527
1779724800001,8,0.00001426
1779753600000,8,0.00008058
1779782400003,8,0.00003852
1779811200000,8,0.00005776
1779840000000,8,0.00010000
1779868800004,8,0.00008948
1779897600009,8,0.00009914
1779926400001,8,0.00010000
1779955200000,8,0.00005011
1779984000001,8,0.00010000
1780012800000,8,0.00010000
1780041600001,8,0.00005391
1780070400008,8,0.00006702
1780099200000,8,0.00003464
1780128000001,8,0.00004732
1780156800000,8,0.00006214
1780185600000,8,0.00004432
1780214400000,8,0.00005663
1780243200004,8,0.00005988
1780272000001,8,0.00005703
1780300800001,8,0.00004438
1780329600000,8,0.00010000
1780358400000,8,0.00010000
1780387200000,8,0.00005990
1780416000000,8,0.00008345
1780444800013,8,0.00007165
1780473600000,8,0.00005229
1780502400001,8,0.00010000
1780531200009,8,0.00002705
1780560000000,8,0.00001519
1780588800003,8,-0.00001077
1780617600000,8,0.00001315
1780646400004,8,-0.00001431
1780675200009,8,-0.00000863
1780704000000,8,-0.00001234
1780732800000,8,0.00002675
1780761600000,8,-0.00000511
1780790400001,8,-0.00002828
1780819200000,8,0.00000407
1780848000000,8,0.00002742
1780876800000,8,0.00003533
1780905600005,8,0.00003454
1780934400004,8,0.00000122
1780963200000,8,-0.00001565
1780992000000,8,0.00003041
1781020800001,8,0.00000606
1781049600001,8,0.00000365
1781078400011,8,-0.00003385
1781107200009,8,0.00002542
1781136000000,8,-0.00000811
1781164800004,8,0.00002525
1781193600000,8,0.00002736
1781222400000,8,-0.00001303
1781251200000,8,0.00002446
1781280000000,8,0.00000840
1781308800000,8,0.00005357
1781337600007,8,6.0E-7
1781366400002,8,0.00000938
1781395200005,8,-0.00004510
1781424000009,8,-0.00004657
1781452800000,8,-0.00003265
1781481600013,8,0.00002808
1781510400013,8,0.00000621
1781539200004,8,-0.00006079
1781568000000,8,-0.00000428
1781596800000,8,-0.00001110
1781625600001,8,0.00000246
1781654400012,8,0.00001957
1781683200000,8,-0.00006685
1781712000000,8,-0.00002582
1781740800002,8,0.00002636
1781769600000,8,0.00001896
1781798400001,8,0.00000872
1781827200005,8,0.00006039
1781856000001,8,0.00001984
1781884800001,8,0.00002823
1781913600001,8,0.00005814
1781942400000,8,0.00002633
1781971200001,8,0.00003985
1782000000000,8,0.00000778
1782028800000,8,0.00003034
1782057600000,8,0.00004189
1782086400000,8,0.00006572
1782115200000,8,0.00001514
1782144000002,8,0.00004813
1782172800003,8,0.00004041
1782201600005,8,0.00001655
1782230400002,8,-0.00001889
1782259200005,8,0.00002154
1782288000005,8,0.00002134
1782316800003,8,2.7E-7
1782345600000,8,-0.00001423
1782374400000,8,-0.00001803
1782403200000,8,0.00001580
1782432000010,8,0.00005298
1782460800002,8,0.00005904
1782489600000,8,0.00007308
1782518400000,8,0.00005255
1782547200000,8,0.00004284
1782576000009,8,0.00003742
1782604800000,8,0.00004258
1782633600013,8,0.00001355
1782662400000,8,0.00004430
1782691200006,8,0.00003112
1782720000013,8,0.00007444
1782748800004,8,0.00008658
1782777600000,8,0.00006175
1782806400000,8,0.00008349
1782835200005,8,0.00003327
1782864000000,8,0.00005532
1782892800000,8,0.00001853
1782921600000,8,0.00007073
1782950400000,8,0.00008001
1782979200000,8,0.00005238
1783008000000,8,0.00005261
1783036800000,8,0.00010000
1783065600007,8,0.00010000
1783094400000,8,0.00003740
1783123200000,8,0.00010000
1783152000000,8,0.00010000
1783180800007,8,0.00009480
1783209600003,8,0.00009533
1783238400001,8,0.00008873
1783267200000,8,0.00008608
1783296000000,8,0.00007700
1783324800000,8,0.00006120
1783353600000,8,0.00010000
1783382400000,8,0.00010000
1783411200000,8,0.00005792
1783440000000,8,0.00006825
1783468800000,8,0.00004846
1783497600000,8,0.00000724
1783526400000,8,0.00007171
1783555200000,8,0.00006160
1783584000001,8,0.00006615
1783612800001,8,0.00004912
1783641600000,8,0.00009058
1783670400005,8,0.00007247
1783699200005,8,0.00009508
1783728000000,8,0.00010000
1783756800000,8,0.00000942
1783785600000,8,0.00004156
1783814400000,8,0.00004651
1783843200003,8,0.00006315
1783872000000,8,0.00007578
1783900800000,8,0.00001521
1783929600001,8,0.00004856
1783958400004,8,0.00010000
1783987200000,8,0.00008256
1784016000002,8,0.00003489
1784044800001,8,0.00005590
1784073600005,8,0.00010000
1784102400002,8,0.00010000
1784131200000,8,0.00004457
1784160000000,8,0.00002426
1784188800003,8,0.00007584
1784217600002,8,0.00006102
1784246400000,8,0.00007639
1784275200010,8,0.00001520
1784304000004,8,0.00006045
1784332800000,8,0.00003074
1784361600000,8,0.00006955
1784390400001,8,0.00003326
1784419200003,8,0.00000406
1784448000000,8,0.00006905
1784476800001,8,0.00005235
1784505600000,8,0.00004890
1784534400001,8,0.00005278
1784563200004,8,0.00006518
1784592000001,8,0.00005400
1784620800000,8,0.00008926
1784649600002,8,0.00001894
1784678400000,8,0.00003928
1784707200000,8,0.00005448
1784736000001,8,0.00001443
1784764800000,8,-0.00000343
1784793600000,8,0.00000271
1784822400000,8,0.00008458
1784851200000,8,0.00007598
1784880000000,8,0.00005149
1784908800008,8,0.00005879
1784937600002,8,0.00006074
1784966400000,8,0.00005425
1784995200000,8,0.00000729
1785024000000,8,0.00003878
1785052800002,8,0.00005884
1785081600000,8,0.00005819
1785110400010,8,0.00006147
1785139200000,8,0.00006452
1785168000001,8,0.00005040
1785196800000,8,0.00004208
1785225600000,8,0.00000125
1785254400000,8,0.00006689
1785283200000,8,0.00010000
1785312000002,8,0.00010000
1785340800000,8,0.00003665
1785369600000,8,0.00008462
1785398400000,8,0.00007278
1785427200000,8,0.00009029
1785456000003,8,0.00010000
1785484800000,8,0.00009405
1785513600000,8,0.00005664
